date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:19:01	132728/132728	---M--	200	added ('OK')	application/octet-stream	etag:%225e39dcac-20678%22	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.ttf	D:/Chandu/UI-Templates/CV-template/lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.ttf	(from https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:19:03	34390/34390	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.eot	D:/Chandu/UI-Templates/CV-template/lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.eot	(from https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:19:04	715890/715890	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e39dcac-aec72%22	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.svg	D:/Chandu/UI-Templates/CV-template/lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.svg	(from https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:19:04	34390/34390	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.eot?	D:/Chandu/UI-Templates/CV-template/lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400d41d.eot	(from https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:19:05	13600/13600	---M--	200	added ('OK')	font/woff2	etag:%225e39dcac-3520%22	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff2	D:/Chandu/UI-Templates/CV-template/lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff2	(from https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:19:06	16800/16800	---M--	200	added ('OK')	font/woff	etag:%225e39dcac-41a0%22	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff	D:/Chandu/UI-Templates/CV-template/lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff	(from https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:19:07	34092/34092	---M--	200	added ('OK')	application/octet-stream	etag:%225e39dcac-852c%22	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.ttf	D:/Chandu/UI-Templates/CV-template/lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.ttf	(from https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:19:08	144322/144322	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e39dcac-233c2%22	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.svg	D:/Chandu/UI-Templates/CV-template/lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.svg	(from https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:19:09	194078/194078	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.eot	D:/Chandu/UI-Templates/CV-template/lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.eot	(from https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:19:10	194078/194078	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.eot?	D:/Chandu/UI-Templates/CV-template/lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900d41d.eot	(from https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:19:11	76120/76120	---M--	200	added ('OK')	font/woff2	etag:%225e39dcac-12958%22	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.woff2	D:/Chandu/UI-Templates/CV-template/lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.woff2	(from https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:19:12	99004/99004	---M--	200	added ('OK')	font/woff	etag:%225e39dcac-182bc%22	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.woff	D:/Chandu/UI-Templates/CV-template/lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.woff	(from https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:19:13	193792/193792	---M--	200	added ('OK')	application/octet-stream	etag:%225e39dcac-2f500%22	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.ttf	D:/Chandu/UI-Templates/CV-template/lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.ttf	(from https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:19:15	849240/849240	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e39dcac-cf558%22	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.svg	D:/Chandu/UI-Templates/CV-template/lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.svg	(from https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
